no;dataset;method;b;se
1923;641;MI_LOGT;0.189474821;0.126903862
1924;642;CC;0.564968348;0.1323127
1925;642;MI_T;0.514408648;0.127605498
1926;642;MI_LOGT;0.485368878;0.140997082
1927;643;CC;0.400834739;0.145626321
1928;643;MI_T;0.455202878;0.139879748
1929;643;MI_LOGT;0.495768815;0.12931852
1930;644;CC;0.516454458;0.164478183
1931;644;MI_T;0.507721543;0.12696974
1932;644;MI_LOGT;0.500933826;0.143479168
1933;645;CC;0.514044523;0.145416409
1934;645;MI_T;0.55264318;0.13339901
1935;645;MI_LOGT;0.549144208;0.119844325
1936;646;CC;0.465455055;0.152352735
1937;646;MI_T;0.514490724;0.126735494
1938;646;MI_LOGT;0.485212117;0.155843973
1939;647;CC;0.626292527;0.140514448
1940;647;MI_T;0.614854872;0.121220917
1941;647;MI_LOGT;0.624836087;0.134141088
1942;648;CC;0.362330616;0.132893592
1943;648;MI_T;0.244699374;0.116291694
1944;648;MI_LOGT;0.249754056;0.132478714
1945;649;CC;0.295661032;0.140986517
1946;649;MI_T;0.343466848;0.128166109
1947;649;MI_LOGT;0.343161255;0.133077368
1948;650;CC;0.468411595;0.129560962
1949;650;MI_T;0.440570295;0.140999049
1950;650;MI_LOGT;0.461348265;0.113179684
1951;651;CC;0.5569821;0.129276186
1952;651;MI_T;0.607516587;0.109278247
1953;651;MI_LOGT;0.586434543;0.10633409
1954;652;CC;0.619490504;0.153082117
1955;652;MI_T;0.65670222;0.117995039
1956;652;MI_LOGT;0.633485019;0.135318711
1957;653;CC;0.308185935;0.153802216
1958;653;MI_T;0.200172976;0.110648669
1959;653;MI_LOGT;0.289157122;0.130995855
1960;654;CC;0.486705154;0.14022328
1961;654;MI_T;0.392659605;0.135127455
1962;654;MI_LOGT;0.447428167;0.112201177
1963;655;CC;0.795327127;0.158067808
1964;655;MI_T;0.520667493;0.150947332
1965;655;MI_LOGT;0.564955175;0.129336908
1966;656;CC;0.3159419;0.155669972
1967;656;MI_T;0.324409246;0.172627002
1968;656;MI_LOGT;0.301911533;0.142656386
1969;657;CC;0.702340841;0.161132336
1970;657;MI_T;0.559058607;0.131215096
1971;657;MI_LOGT;0.607146919;0.134833544
1972;658;CC;0.662330627;0.147040665
1973;658;MI_T;0.63380003;0.127235278
1974;658;MI_LOGT;0.640741348;0.134423926
1975;659;CC;0.605172098;0.138502911
1976;659;MI_T;0.654426754;0.132274479
1977;659;MI_LOGT;0.703311563;0.116172798
1978;660;CC;0.514868498;0.147935957
1979;660;MI_T;0.546777904;0.138373345
1980;660;MI_LOGT;0.502065301;0.145836845
1981;661;CC;0.270595282;0.138600364
1982;661;MI_T;0.236240402;0.116672873
1983;661;MI_LOGT;0.284450352;0.117196485
1984;662;CC;0.309419364;0.134168774
1985;662;MI_T;0.345585078;0.116433784
1986;662;MI_LOGT;0.33189097;0.109391674
1987;663;CC;0.633061886;0.145709887
1988;663;MI_T;0.487698168;0.141103566
1989;663;MI_LOGT;0.501854718;0.149589002
1990;664;CC;0.405626595;0.148106724
1991;664;MI_T;0.507621646;0.121138074
1992;664;MI_LOGT;0.430631936;0.143230796
1993;665;CC;0.452826858;0.138546914
1994;665;MI_T;0.445730001;0.119373433
1995;665;MI_LOGT;0.471329123;0.121882714
1996;666;CC;0.304834723;0.129794449
1997;666;MI_T;0.371109664;0.123404846
1998;666;MI_LOGT;0.349567235;0.122888841
1999;667;CC;0.699353099;0.152931213
2000;667;MI_T;0.741011858;0.135617971
2001;667;MI_LOGT;0.665419281;0.145478964
2002;668;CC;0.27198565;0.122453019
2003;668;MI_T;0.271036118;0.12187919
2004;668;MI_LOGT;0.337062597;0.1218955
2005;669;CC;0.438416034;0.130510151
2006;669;MI_T;0.431863844;0.162908763
2007;669;MI_LOGT;0.44500035;0.119502671
2008;670;CC;0.335101157;0.15103814
2009;670;MI_T;0.389493763;0.122757137
2010;670;MI_LOGT;0.31559667;0.160774291
2011;671;CC;0.433959275;0.12672171
2012;671;MI_T;0.42933923;0.134330541
2013;671;MI_LOGT;0.397597611;0.110773809
2014;672;CC;0.405417055;0.138006538
2015;672;MI_T;0.354283184;0.137533262
2016;672;MI_LOGT;0.378858805;0.154500887
2017;673;CC;0.450698793;0.151401281
2018;673;MI_T;0.433832735;0.135983944
2019;673;MI_LOGT;0.441304475;0.14467895
2020;674;CC;0.508836389;0.132590443
2021;674;MI_T;0.580995381;0.121725164
2022;674;MI_LOGT;0.539876401;0.127957866
2023;675;CC;0.402045727;0.131109759
2024;675;MI_T;0.480150193;0.114503972
2025;675;MI_LOGT;0.472313344;0.13791056
2026;676;CC;0.474432766;0.127572849
2027;676;MI_T;0.45060119;0.127348229
2028;676;MI_LOGT;0.498423517;0.110957675
2029;677;CC;0.472544134;0.147546828
2030;677;MI_T;0.435999095;0.142393351
2031;677;MI_LOGT;0.430134803;0.134178877
2032;678;CC;0.628855407;0.163477421
2033;678;MI_T;0.630567193;0.136307597
2034;678;MI_LOGT;0.682182014;0.138675213
2035;679;CC;0.628840983;0.120586276
2036;679;MI_T;0.636100173;0.128559604
2037;679;MI_LOGT;0.601151466;0.136858433
2038;680;CC;0.308026612;0.137270749
2039;680;MI_T;0.400614828;0.109864615
2040;680;MI_LOGT;0.333032548;0.109985858
2041;681;CC;0.422845185;0.165221974
2042;681;MI_T;0.551740706;0.124553688
2043;681;MI_LOGT;0.475806326;0.128057167
2044;682;CC;0.378047168;0.125497401
2045;682;MI_T;0.347770482;0.119532466
2046;682;MI_LOGT;0.343421996;0.114393249
2047;683;CC;0.398481697;0.145432502
2048;683;MI_T;0.404584557;0.127083644
2049;683;MI_LOGT;0.442686081;0.117014505
2050;684;CC;0.571665108;0.137442857
2051;684;MI_T;0.442880988;0.112197958
2052;684;MI_LOGT;0.508046389;0.13137199
2053;685;CC;0.546740532;0.143366173
2054;685;MI_T;0.501725674;0.136096954
2055;685;MI_LOGT;0.592051744;0.143536255
2056;686;CC;0.417662084;0.147111163
2057;686;MI_T;0.441509128;0.127109438
2058;686;MI_LOGT;0.465609431;0.123933777
2059;687;CC;0.677897751;0.145628437
2060;687;MI_T;0.747183859;0.116668664
2061;687;MI_LOGT;0.74809134;0.123865448
2062;688;CC;0.31664592;0.146079108
2063;688;MI_T;0.264990777;0.112853415
2064;688;MI_LOGT;0.242523298;0.118503615
2065;689;CC;0.761819482;0.149977207
2066;689;MI_T;0.652093291;0.140955716
2067;689;MI_LOGT;0.688855767;0.126814976
2068;690;CC;0.614379764;0.120133609
2069;690;MI_T;0.641166627;0.104625165
2070;690;MI_LOGT;0.653416514;0.113910571
2071;691;CC;0.377618432;0.154272422
2072;691;MI_T;0.394548565;0.137713313
2073;691;MI_LOGT;0.422067463;0.133932635
2074;692;CC;0.581215978;0.153178573
2075;692;MI_T;0.628133714;0.129351512
2076;692;MI_LOGT;0.60108757;0.162548617
2077;693;CC;0.641038418;0.14678134
2078;693;MI_T;0.704803646;0.1575073
2079;693;MI_LOGT;0.699327707;0.137289733
2080;694;CC;0.687656283;0.146953642
2081;694;MI_T;0.667874038;0.139754549
2082;694;MI_LOGT;0.6866889;0.127335086
2083;695;CC;0.552362442;0.133656085
2084;695;MI_T;0.576774359;0.123200402
2085;695;MI_LOGT;0.501166821;0.147173941
2086;696;CC;0.623151898;0.134793729
2087;696;MI_T;0.540302932;0.126768157
2088;696;MI_LOGT;0.604788542;0.180116475
2089;697;CC;0.418196499;0.146157846
2090;697;MI_T;0.41801092;0.15440236
2091;697;MI_LOGT;0.442856997;0.132456899
2092;698;CC;0.406585008;0.145744875
2093;698;MI_T;0.504767656;0.140688643
2094;698;MI_LOGT;0.51437813;0.133344084
2095;699;CC;0.589736104;0.163438171
2096;699;MI_T;0.555555522;0.143846467
2097;699;MI_LOGT;0.529905319;0.132636815
2098;700;CC;0.851618528;0.165741429
2099;700;MI_T;0.779117107;0.138932899
2100;700;MI_LOGT;0.792573392;0.142789751
2101;701;CC;0.542385578;0.127175197
2102;701;MI_T;0.545063615;0.103305683
2103;701;MI_LOGT;0.549557686;0.101801284
2104;702;CC;0.742060602;0.15324378
2105;702;MI_T;0.743817449;0.165462926
2106;702;MI_LOGT;0.691358447;0.126425743
2107;703;CC;0.375714034;0.121866666
2108;703;MI_T;0.432549894;0.106337108
2109;703;MI_LOGT;0.393562794;0.133542612
2110;704;CC;0.766895056;0.168115214
2111;704;MI_T;0.802679062;0.156020939
2112;704;MI_LOGT;0.73846519;0.164246053
2113;705;CC;0.539733589;0.158499748
2114;705;MI_T;0.549905062;0.124881469
2115;705;MI_LOGT;0.527061343;0.14245902
2116;706;CC;0.301668197;0.150892034
2117;706;MI_T;0.209341019;0.135172203
2118;706;MI_LOGT;0.263700366;0.134797424
2119;707;CC;0.667998135;0.154000103
2120;707;MI_T;0.561861634;0.120054305
2121;707;MI_LOGT;0.601822913;0.143750802
2122;708;CC;0.576529264;0.146486461
2123;708;MI_T;0.564905643;0.120271005
2124;708;MI_LOGT;0.534570634;0.132814169
2125;709;CC;0.359893143;0.154974833
2126;709;MI_T;0.479624689;0.151594207
2127;709;MI_LOGT;0.477517486;0.134581789
2128;710;CC;0.652417839;0.169470295
2129;710;MI_T;0.578828216;0.128047064
2130;710;MI_LOGT;0.602399349;0.179006606
2131;711;CC;0.50757724;0.11618612
2132;711;MI_T;0.501326323;0.09954416
2133;711;MI_LOGT;0.513579547;0.112763509
2134;712;CC;0.436978817;0.143975213
2135;712;MI_T;0.446516514;0.128513083
2136;712;MI_LOGT;0.433985382;0.123964541
2137;713;CC;0.562230825;0.133001789
2138;713;MI_T;0.63370949;0.121653534
2139;713;MI_LOGT;0.620002389;0.131896287
2140;714;CC;0.449581474;0.161740243
2141;714;MI_T;0.476057172;0.15036124
2142;714;MI_LOGT;0.45767048;0.140479937
2143;715;CC;0.51057452;0.126531407
2144;715;MI_T;0.499137104;0.11200317
2145;715;MI_LOGT;0.495898336;0.112244606
2146;716;CC;0.695575297;0.162412807
2147;716;MI_T;0.627369702;0.148460194
2148;716;MI_LOGT;0.600366414;0.142933562
2149;717;CC;0.253887266;0.121748298
2150;717;MI_T;0.311288297;0.117775582
2151;717;MI_LOGT;0.27911672;0.111159094
2152;718;CC;0.431368232;0.110119909
2153;718;MI_T;0.495999277;0.099365212
2154;718;MI_LOGT;0.514622211;0.111708909
2155;719;CC;0.459532529;0.179923236
2156;719;MI_T;0.374324292;0.185578912
2157;719;MI_LOGT;0.454550236;0.173586592
2158;720;CC;0.661382616;0.158886969
2159;720;MI_T;0.624248028;0.114577174
2160;720;MI_LOGT;0.601776004;0.121096805
2161;721;CC;0.43008247;0.131336018
2162;721;MI_T;0.440570831;0.107533552
2163;721;MI_LOGT;0.46663934;0.118831776
2164;722;CC;0.462988555;0.150165722
2165;722;MI_T;0.450491607;0.145392165
2166;722;MI_LOGT;0.467972636;0.129706547
2167;723;CC;0.443924397;0.135068819
2168;723;MI_T;0.383678377;0.11628262
2169;723;MI_LOGT;0.418631792;0.120487779
2170;724;CC;0.409600973;0.131958991
2171;724;MI_T;0.483332902;0.115776204
2172;724;MI_LOGT;0.484613955;0.123552501
2173;725;CC;0.536673307;0.152959779
2174;725;MI_T;0.533068776;0.126654133
2175;725;MI_LOGT;0.562257349;0.11945539
2176;726;CC;0.354050159;0.123081014
2177;726;MI_T;0.411745191;0.127037078
2178;726;MI_LOGT;0.402692765;0.116074726
2179;727;CC;0.535978734;0.140923694
2180;727;MI_T;0.567647159;0.123806678
2181;727;MI_LOGT;0.509570777;0.127692759
2182;728;CC;0.465241611;0.157969773
2183;728;MI_T;0.438491821;0.158388898
2184;728;MI_LOGT;0.545134604;0.14252609
2185;729;CC;0.703718662;0.144372046
2186;729;MI_T;0.693205476;0.12658222
2187;729;MI_LOGT;0.633561134;0.14620316
2188;730;CC;0.599058926;0.165582061
2189;730;MI_T;0.52201438;0.154213548
2190;730;MI_LOGT;0.515289962;0.117391936
2191;731;CC;0.492170572;0.177832782
2192;731;MI_T;0.521615803;0.157240048
2193;731;MI_LOGT;0.476406038;0.143431917
2194;732;CC;0.32079038;0.145496041
2195;732;MI_T;0.216051146;0.120677821
2196;732;MI_LOGT;0.243992835;0.135867789
2197;733;CC;0.539321303;0.152155429
2198;733;MI_T;0.547890246;0.124710508
2199;733;MI_LOGT;0.542119265;0.133212209
2200;734;CC;0.722496092;0.162668616
2201;734;MI_T;0.677726626;0.138420016
2202;734;MI_LOGT;0.665748954;0.137738615
2203;735;CC;0.563260794;0.130044684
2204;735;MI_T;0.538591683;0.149425626
2205;735;MI_LOGT;0.542298138;0.115289785
2206;736;CC;0.559222877;0.188280374
2207;736;MI_T;0.494581819;0.141479537
2208;736;MI_LOGT;0.485990673;0.151371047
2209;737;CC;0.382470787;0.1609561
2210;737;MI_T;0.397669375;0.130663425
2211;737;MI_LOGT;0.39443925;0.181491867
2212;738;CC;0.382217437;0.111629426
2213;738;MI_T;0.322500378;0.117685623
2214;738;MI_LOGT;0.351721406;0.107021481
2215;739;CC;0.628437757;0.141015455
2216;739;MI_T;0.505419552;0.123664476
2217;739;MI_LOGT;0.532834649;0.120967798
2218;740;CC;0.516507328;0.148950785
2219;740;MI_T;0.382489771;0.146477103
2220;740;MI_LOGT;0.447190791;0.140061721
2221;741;CC;0.584913313;0.178827256
2222;741;MI_T;0.552769542;0.161204219
2223;741;MI_LOGT;0.569969416;0.163273394
2224;742;CC;0.519801915;0.146970719
2225;742;MI_T;0.511077344;0.144751236
2226;742;MI_LOGT;0.512546539;0.123267815
2227;743;CC;0.233347639;0.132155403
2228;743;MI_T;0.259554237;0.112355709
2229;743;MI_LOGT;0.230990827;0.121400312
2230;744;CC;0.368830204;0.162803158
2231;744;MI_T;0.26134029;0.144732565
2232;744;MI_LOGT;0.316447526;0.159510314
2233;745;CC;0.593156815;0.161621675
2234;745;MI_T;0.59505713;0.139041796
2235;745;MI_LOGT;0.607409298;0.140582234
2236;746;CC;0.469925374;0.162034929
2237;746;MI_T;0.51985985;0.147784159
2238;746;MI_LOGT;0.52301085;0.139607966
2239;747;CC;0.501721859;0.186058447
2240;747;MI_T;0.464005977;0.14360109
2241;747;MI_LOGT;0.484067202;0.134427816
2242;748;CC;0.788149536;0.166659474
2243;748;MI_T;0.700991035;0.142296702
2244;748;MI_LOGT;0.683673561;0.152727887
2245;749;CC;0.491970778;0.112766735
2246;749;MI_T;0.537402391;0.099203527
2247;749;MI_LOGT;0.519208193;0.105250821
2248;750;CC;0.7081936;0.162480861
2249;750;MI_T;0.545235813;0.135464773
2250;750;MI_LOGT;0.497741729;0.125643
2251;751;CC;0.632387638;0.12952131
2252;751;MI_T;0.572434604;0.116122007
2253;751;MI_LOGT;0.554508507;0.111490324
2254;752;CC;0.422936827;0.127395451
2255;752;MI_T;0.436372191;0.109549686
2256;752;MI_LOGT;0.421075583;0.110043719
2257;753;CC;0.614188552;0.146751732
2258;753;MI_T;0.575927377;0.130141914
2259;753;MI_LOGT;0.558661103;0.154005021
2260;754;CC;0.593645215;0.136479959
2261;754;MI_T;0.474980652;0.109466091
2262;754;MI_LOGT;0.459575534;0.134819403
2263;755;CC;0.499847114;0.172965154
2264;755;MI_T;0.445533305;0.126171902
2265;755;MI_LOGT;0.477507561;0.152428851
2266;756;CC;0.603766322;0.138374448
2267;756;MI_T;0.574962258;0.106931068
2268;756;MI_LOGT;0.550256729;0.121302627
2269;757;CC;0.599802434;0.149872333
2270;757;MI_T;0.518733263;0.112426609
2271;757;MI_LOGT;0.471651644;0.128377691
2272;758;CC;0.354700804;0.139105514
2273;758;MI_T;0.371475548;0.122939929
2274;758;MI_LOGT;0.331578255;0.119911842
2275;759;CC;0.458949625;0.160222158
2276;759;MI_T;0.360361814;0.127092823
2277;759;MI_LOGT;0.368856281;0.130467162
2278;760;CC;0.579936504;0.114829145
2279;760;MI_T;0.572244406;0.104229249
2280;760;MI_LOGT;0.590777516;0.096370444
2281;761;CC;-0.009239534;0.164186433
2282;761;MI_T;-0.148382917;0.142797396
2283;761;MI_LOGT;-0.108047612;0.158987507
2284;762;CC;0.447878033;0.14014861
2285;762;MI_T;0.430082738;0.132954121
2286;762;MI_LOGT;0.420461208;0.129618704
2287;763;CC;0.721361518;0.138751402
2288;763;MI_T;0.658655703;0.116196379
2289;763;MI_LOGT;0.655637205;0.112853289
2290;764;CC;0.66241765;0.145985782
2291;764;MI_T;0.661240995;0.130383939
2292;764;MI_LOGT;0.624954343;0.125514939
2293;765;CC;0.298963994;0.140503928
2294;765;MI_T;0.388111264;0.13198702
2295;765;MI_LOGT;0.3664805;0.138244733
2296;766;CC;0.636176288;0.157166436
2297;766;MI_T;0.587904453;0.138906494
2298;766;MI_LOGT;0.621289253;0.134297967
2299;767;CC;0.773916602;0.176930338
2300;767;MI_T;0.687296629;0.143440053
2301;767;MI_LOGT;0.625455499;0.166136175
2302;768;CC;0.541869223;0.120425887
2303;768;MI_T;0.526300669;0.115536772
2304;768;MI_LOGT;0.490115881;0.127437592
2305;769;CC;0.435458004;0.141716868
2306;769;MI_T;0.387251914;0.121563628
2307;769;MI_LOGT;0.412177324;0.117999442
2308;770;CC;0.571773767;0.134988189
2309;770;MI_T;0.476481885;0.118974887
2310;770;MI_LOGT;0.563219547;0.116865195
2311;771;CC;0.537814617;0.137389258
2312;771;MI_T;0.502122283;0.115624361
2313;771;MI_LOGT;0.584956348;0.121009082
2314;772;CC;0.383282483;0.135540307
2315;772;MI_T;0.417812586;0.122821063
2316;772;MI_LOGT;0.372605592;0.118848592
2317;773;CC;0.363545001;0.135485068
2318;773;MI_T;0.506958961;0.158034727
2319;773;MI_LOGT;0.459566742;0.151038498
2320;774;CC;0.518825352;0.14720659
2321;774;MI_T;0.484213859;0.125411734
2322;774;MI_LOGT;0.557427049;0.16391553
2323;775;CC;0.47010988;0.118176281
2324;775;MI_T;0.447447628;0.102940366
2325;775;MI_LOGT;0.407353997;0.11892546
2326;776;CC;0.606422544;0.149075046
2327;776;MI_T;0.660258055;0.135259941
2328;776;MI_LOGT;0.624748707;0.126231119
2329;777;CC;0.417171597;0.131145194
2330;777;MI_T;0.444995463;0.123694062
2331;777;MI_LOGT;0.443902284;0.123010494
2332;778;CC;0.501013458;0.137125179
2333;778;MI_T;0.555550098;0.126830563
2334;778;MI_LOGT;0.571213603;0.144204229
2335;779;CC;0.372282594;0.116119899
2336;779;MI_T;0.382380366;0.105297253
2337;779;MI_LOGT;0.389762074;0.105015106
2338;780;CC;0.549372077;0.135518551
2339;780;MI_T;0.562196672;0.124610633
2340;780;MI_LOGT;0.553868234;0.119866267
2341;781;CC;0.603498757;0.155602366
2342;781;MI_T;0.621619225;0.131851137
2343;781;MI_LOGT;0.556637943;0.14133665
2344;782;CC;0.516143084;0.159002721
2345;782;MI_T;0.429905444;0.138200864
2346;782;MI_LOGT;0.437945515;0.140776068
2347;783;CC;0.64743638;0.151640072
2348;783;MI_T;0.609843135;0.151165962
2349;783;MI_LOGT;0.660303712;0.138424695
2350;784;CC;0.352350414;0.155654773
2351;784;MI_T;0.332451999;0.147955835
2352;784;MI_LOGT;0.33095324;0.159225091
2353;785;CC;0.402888626;0.176521823
2354;785;MI_T;0.298898429;0.123875059
2355;785;MI_LOGT;0.337699473;0.124668196
2356;786;CC;0.381190032;0.182565093
2357;786;MI_T;0.391897619;0.165687129
2358;786;MI_LOGT;0.4391675;0.154086292
2359;787;CC;0.355547994;0.131571025
2360;787;MI_T;0.478500873;0.142574206
2361;787;MI_LOGT;0.47217223;0.129802138
2362;788;CC;0.740804791;0.165068716
2363;788;MI_T;0.570223629;0.129832461
2364;788;MI_LOGT;0.551488996;0.152492374
2365;789;CC;0.819760442;0.145555809
2366;789;MI_T;0.800625503;0.133427396
2367;789;MI_LOGT;0.82016474;0.118120484
2368;790;CC;0.274426341;0.138669237
2369;790;MI_T;0.230101302;0.129358619
2370;790;MI_LOGT;0.198251203;0.142375901
2371;791;CC;0.604295909;0.133847192
2372;791;MI_T;0.621657133;0.118296601
2373;791;MI_LOGT;0.586364925;0.165236458
2374;792;CC;0.526031315;0.131704703
2375;792;MI_T;0.440572202;0.125598133
2376;792;MI_LOGT;0.485292792;0.118013568
2377;793;CC;0.639675498;0.155047089
2378;793;MI_T;0.529102623;0.161092386
2379;793;MI_LOGT;0.608455241;0.139939949
2380;794;CC;0.523432791;0.135188714
2381;794;MI_T;0.409375101;0.119105324
2382;794;MI_LOGT;0.4155536;0.120078139
2383;795;CC;0.65494138;0.147755563
2384;795;MI_T;0.557475626;0.117643744
2385;795;MI_LOGT;0.632710397;0.117330715
2386;796;CC;0.284092337;0.128992066
2387;796;MI_T;0.217677757;0.098525696
2388;796;MI_LOGT;0.222111687;0.109234959
2389;797;CC;0.265144885;0.149750024
2390;797;MI_T;0.224994659;0.145029381
2391;797;MI_LOGT;0.162032828;0.148855194
2392;798;CC;0.415308654;0.147019535
2393;798;MI_T;0.391214579;0.129596874
2394;798;MI_LOGT;0.429944515;0.133754104
2395;799;CC;0.447683871;0.154718056
2396;799;MI_T;0.475382328;0.150583133
2397;799;MI_LOGT;0.429821908;0.132496178
2398;800;CC;0.551127195;0.139674932
2399;800;MI_T;0.535940111;0.128018051
2400;800;MI_LOGT;0.594154179;0.130948499
2401;801;CC;0.7329427;0.147105962
2402;801;MI_T;0.65653336;0.133992195
2403;801;MI_LOGT;0.71148777;0.142077371
2404;802;CC;0.384797484;0.149968103
2405;802;MI_T;0.413687825;0.155444205
2406;802;MI_LOGT;0.390401304;0.118426159
2407;803;CC;0.446939021;0.113578528
2408;803;MI_T;0.397554994;0.112231955
2409;803;MI_LOGT;0.408314288;0.109503977
2410;804;CC;0.177332625;0.133299112
2411;804;MI_T;0.257695794;0.114126548
2412;804;MI_LOGT;0.245065123;0.107393794
2413;805;CC;0.495029211;0.126978621
2414;805;MI_T;0.474137127;0.117030732
2415;805;MI_LOGT;0.413131148;0.118404873
2416;806;CC;0.730241001;0.144988701
2417;806;MI_T;0.732094884;0.176849619
2418;806;MI_LOGT;0.775086105;0.141459107
2419;807;CC;0.599915624;0.154685631
2420;807;MI_T;0.623057067;0.120260067
2421;807;MI_LOGT;0.608099639;0.134558022
2422;808;CC;0.626794934;0.14217934
2423;808;MI_T;0.73861748;0.126080975
2424;808;MI_LOGT;0.667727232;0.147566751
2425;809;CC;0.330219716;0.130320638
2426;809;MI_T;0.385408819;0.11156036
2427;809;MI_LOGT;0.430187374;0.106831014
2428;810;CC;0.630500495;0.131314561
2429;810;MI_T;0.552150905;0.12578845
2430;810;MI_LOGT;0.544240713;0.11862997
2431;811;CC;0.570087254;0.146123812
2432;811;MI_T;0.631416857;0.130012169
2433;811;MI_LOGT;0.60985291;0.144705012
2434;812;CC;0.730933666;0.170455739
2435;812;MI_T;0.688598812;0.150400653
2436;812;MI_LOGT;0.721686542;0.142980576
2437;813;CC;0.337181211;0.136656806
2438;813;MI_T;0.338933736;0.145292565
2439;813;MI_LOGT;0.336259514;0.121685684
2440;814;CC;0.688681602;0.163950399
2441;814;MI_T;0.440486819;0.135780349
2442;814;MI_LOGT;0.472918779;0.13815327
2443;815;CC;0.60157454;0.115812168
2444;815;MI_T;0.531211138;0.123714469
2445;815;MI_LOGT;0.552216709;0.1238527
2446;816;CC;0.627016902;0.131485999
2447;816;MI_T;0.534714341;0.118973866
2448;816;MI_LOGT;0.542731762;0.120149247
2449;817;CC;0.521855116;0.151850298
2450;817;MI_T;0.514710486;0.133702308
2451;817;MI_LOGT;0.563688815;0.131930694
2452;818;CC;0.735806406;0.176461026
2453;818;MI_T;0.660682738;0.151482537
2454;818;MI_LOGT;0.717839897;0.156441286
2455;819;CC;0.483782589;0.143212914
2456;819;MI_T;0.444379032;0.117167734
2457;819;MI_LOGT;0.452815473;0.124399878
2458;820;CC;0.417502195;0.127633438
2459;820;MI_T;0.403654039;0.1188045
2460;820;MI_LOGT;0.396825463;0.134637743
2461;821;CC;0.680391967;0.144179821
2462;821;MI_T;0.658050179;0.123198621
2463;821;MI_LOGT;0.671840549;0.121026292
2464;822;CC;0.177325085;0.147819117
2465;822;MI_T;0.172945797;0.195401952
2466;822;MI_LOGT;0.123438314;0.136107549
2467;823;CC;0.275237203;0.149785817
2468;823;MI_T;0.350953668;0.129488185
2469;823;MI_LOGT;0.247832507;0.132198423
2470;824;CC;0.467475176;0.158337861
2471;824;MI_T;0.520510972;0.160025626
2472;824;MI_LOGT;0.492020428;0.143816531
2473;825;CC;0.430382729;0.166239724
2474;825;MI_T;0.433589131;0.125949189
2475;825;MI_LOGT;0.442326605;0.154386029
2476;826;CC;0.164961293;0.146282643
2477;826;MI_T;0.216871783;0.144673437
2478;826;MI_LOGT;0.206649005;0.127529815
2479;827;CC;0.802868962;0.129193395
2480;827;MI_T;0.750015557;0.124775454
2481;827;MI_LOGT;0.731549859;0.116940387
2482;828;CC;0.655401409;0.139660835
2483;828;MI_T;0.674071074;0.120467663
2484;828;MI_LOGT;0.625864267;0.131409988
2485;829;CC;0.450055063;0.140635252
2486;829;MI_T;0.462131292;0.145660236
2487;829;MI_LOGT;0.46793586;0.130329654
2488;830;CC;0.586658418;0.164308816
2489;830;MI_T;0.455810666;0.154552639
2490;830;MI_LOGT;0.516750038;0.126497507
2491;831;CC;0.463032812;0.172955707
2492;831;MI_T;0.505282998;0.17195335
2493;831;MI_LOGT;0.492352813;0.150930345
2494;832;CC;0.542473793;0.138556778
2495;832;MI_T;0.502981186;0.121018305
2496;832;MI_LOGT;0.519735515;0.125553623
2497;833;CC;0.813488483;0.159345269
2498;833;MI_T;0.634203911;0.122817725
2499;833;MI_LOGT;0.582108557;0.147644728
2500;834;CC;0.288420856;0.159005985
2501;834;MI_T;0.387194335;0.149660841
2502;834;MI_LOGT;0.425060302;0.141077086
2503;835;CC;0.544080555;0.139768973
2504;835;MI_T;0.473245502;0.116725251
2505;835;MI_LOGT;0.408138335;0.143380553
2506;836;CC;0.643015683;0.148330316
2507;836;MI_T;0.606501997;0.128469422
2508;836;MI_LOGT;0.639168262;0.158037961
2509;837;CC;0.371723115;0.126578718
2510;837;MI_T;0.426555961;0.102449037
2511;837;MI_LOGT;0.450999618;0.110012829
2512;838;CC;0.496457666;0.1487028
2513;838;MI_T;0.504360378;0.135635197
2514;838;MI_LOGT;0.574697793;0.132174119
2515;839;CC;0.348331749;0.143570468
2516;839;MI_T;0.408719093;0.125873104
2517;839;MI_LOGT;0.382920325;0.13078551
2518;840;CC;0.604384661;0.129250512
2519;840;MI_T;0.592423737;0.150592327
2520;840;MI_LOGT;0.63283211;0.122283541
2521;841;CC;0.55063951;0.131320894
2522;841;MI_T;0.430805534;0.116073199
2523;841;MI_LOGT;0.383944303;0.124623686
2524;842;CC;0.338857263;0.129414931
2525;842;MI_T;0.337386876;0.142019704
2526;842;MI_LOGT;0.324522167;0.135236755
2527;843;CC;0.984112024;0.175171688
2528;843;MI_T;0.975602567;0.181943744
2529;843;MI_LOGT;0.938294649;0.1618274
2530;844;CC;0.476623178;0.171566829
2531;844;MI_T;0.508223891;0.148779914
2532;844;MI_LOGT;0.540735424;0.154968664
2533;845;CC;0.702105105;0.157925248
2534;845;MI_T;0.639433682;0.162488014
2535;845;MI_LOGT;0.59912467;0.177850813
2536;846;CC;0.163389578;0.140030295
2537;846;MI_T;0.20935975;0.125995517
2538;846;MI_LOGT;0.193855956;0.13164337
2539;847;CC;0.461215466;0.136411592
2540;847;MI_T;0.427242309;0.11489588
2541;847;MI_LOGT;0.451628745;0.117404647
2542;848;CC;0.664611638;0.154512137
2543;848;MI_T;0.686764121;0.134618506
2544;848;MI_LOGT;0.633719444;0.14562498
2545;849;CC;0.413294971;0.127672508
2546;849;MI_T;0.490295827;0.118239507
2547;849;MI_LOGT;0.474923611;0.136779219
2548;850;CC;0.453366637;0.146411642
